Plate ID	Well	RFU
PLA_010	F8	75938.87195
PLA_010	F9	84823.97625
PLA_010	F10	86144.78787
PLA_010	F11	81481.35132
PLA_010	F12	10688.59346
PLA_010	G1	79396.82616
PLA_010	G2	80179.02471
PLA_010	G3	81687.92568
PLA_010	G4	75062.97629
PLA_010	G5	83531.26377
PLA_010	G6	83426.36555
PLA_010	G7	83905.41952
PLA_010	G8	86176.93875
PLA_010	G9	75548.31721
PLA_010	G10	76080.736
PLA_010	G11	75522.6056
PLA_010	G12	12631.08956
PLA_010	H1	80011.47148
PLA_010	H2	83235.11785
PLA_010	H3	83295.51521
PLA_010	H4	84304.56876
PLA_010	H5	78910.48907
PLA_010	H6	80054.47921
PLA_010	H7	82153.70855
PLA_010	H8	80988.93756
PLA_010	H9	77138.36633
PLA_010	H10	81173.35559
PLA_010	H11	82356.9028
PLA_010	H12	11918.83193
